Submitted at,Country you live and work in,City,Gender,Your age,Your job title,UI/UX Designer,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Years of relevant experience_grouped,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Exclude,More than 1 row_jobtitle,Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
9/11/2024 7:27,Indonesia,Bandung,Female,25 - 30,Motion Graphic Designer & Video Editor,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Motion / animation design,7,7,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,250,000",,,,"99,000,000","8,316",,Y,Flexible schedule,Agency / Consulting,creative agency,Nov-50,2-Oct,Yes,Fully remote,
9/11/2024 10:21,Indonesia,Jakarta,Male,25 - 30,UX Designer,Designer Community Manager,Full-time employee,Senior IC,Product / UX design,7,7,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Annual,"37,000,000",,"500,000,000",,,"537,000,000","45,108",,Y,"Professional development, training, or learning fund, Dental insurance, Health insurance, Paid time off / vacation time",Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",Nov-50,Yes,Fully on-site,Telkomsel
9/11/2024 12:15,Indonesia,Jakarta,Male,25 - 30,Designer Community Manager,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Design operations,1,7,Up to 3 years,Master's degree,No,,,,,,,No,IDR,Monthly,,"23,000,000","151,000,000",,,"427,000,000","35,868",,,"Budget for equipment or home office setup, Internet / mobile phone subsidies, Health insurance, Paid medical leave, Flexible schedule, Dental insurance, Paid time off / vacation time, Onsite food / snacks",Large enterprise (MNC),"Technology, media & telecommunications","10,001 and above",2-Oct,No,Fully on-site,
9/11/2024 15:03,Vietnam,Hanoi,Female,25 - 30,Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,4,3 to 5 years,Not applicable,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,VND,Monthly,,"12,000,000",,,,"144,000,000","7,632",,Y,Health insurance,Small-medium enterprise,Archituecture,51 - 200,2-Oct,Yes,Fully on-site,
9/11/2024 15:37,Indonesia,Jakarta,Female,25 - 30,Product & Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Visual / UI design,4,5,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",TRUE,FALSE,TRUE,FALSE,TRUE,Yes,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072",,Y,,Start-up,Consumer products,1-Oct,Team of 1,No,Fully remote,
9/11/2024 15:39,Vietnam,Hanoi,Male,25 - 30,Graphic Design,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,4,4,3 to 5 years,High school / secondary school,Yes,"Formal design education (Diploma, Degree..), In-person certified courses, Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,TRUE,TRUE,No,VND,Monthly,,"20,000,000","20,000,000",0,0,"260,000,000","13,780",,Y,"Paid time off / vacation time, Health insurance",Start-up,Financial services,Nov-50,2-Oct,Yes,Fully on-site,GIMO
9/11/2024 15:53,Indonesia,Jakarta,Female,36 - 40,Lead of Graphic Design,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,14,14,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"18,500,000",,,,"222,000,000","18,648",,Y,"Health insurance, Dental insurance, Transport subsidies",Start-up,Beauty industrt,201 - 1000,2-Oct,Yes,2 days on-site,
9/11/2024 16:03,Vietnam,Ho Chi Minh City,Female,31 - 35,Graphic designer & Illustrator,Graphic Designer,Self-employed (Freelancers; own company),Senior IC,Marketing / graphic design,10,8,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,VND,Monthly,,"18,000,000",,,,"216,000,000","11,448",,Y,Flexible schedule,Freelancing,Consumer products,1-Oct,Team of 1,Not applicable,Fully remote,
9/11/2024 18:53,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,Graphic Designer,Fixed term contractor,Lead / Staff / Principal IC,Marketing / graphic design,5,5,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"9,000,000",,,"5,500,000","113,500,000","9,534",,Y,"Paid medical leave, Paid time off / vacation time, Professional development, training, or learning fund, Transport subsidies",Agency / Consulting,"Technology, media & telecommunications",51 - 200,2-Oct,Yes,Fully on-site,Endee Communication
10/11/2024 5:02,Vietnam,Hanoi,Male,18 - 24,Graphic Designer,UI/UX Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,4,7,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,VND,Monthly,,"8,000,000",,,,"96,000,000","5,088",,Y,,Start-up,Branding,1-Oct,Team of 1,Yes,4 days on-site,
10/11/2024 5:19,Indonesia,Jakarta,Male,25 - 30,uiux designer,Design Director,Full-time employee,Senior IC,Product / UX design,4,7,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"15,000,000",0,,,"180,000,000","15,120",,Y,"Dental insurance, Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space), Health insurance",Small-medium enterprise,Real estate,51 - 200,2-Oct,Yes,3 days on-site,Rumah123
10/11/2024 8:26,Vietnam,Ho Chi Minh City,Male,31 - 35,Design Director,Graphic Designer,Full-time employee,Director / VP*,Front-end / design engineer,9,9,5 to 10 years,Bachelor's degree,No,,,,,,,No,VND,Monthly,,"42,000,000","42,000,000",,"2,000,000","548,000,000","29,044",,,"Flexible schedule, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Professional development, training, or learning fund",Start-up,"Technology, media & telecommunications",1-Oct,Team of 1,Yes,1 day on-site,FlexOS
10/11/2024 12:08,Indonesia,Jakarta,Male,25 - 30,Graphic Designer Staff,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,9,5,5 to 10 years,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,300,000",,,,"87,600,000","7,358",,Y,"Transport subsidies, Health insurance",Start-up,Consumer products,51 - 200,2-Oct,Yes,4 days on-site,majoo indonesia
10/11/2024 12:43,Vietnam,Hanoi,Male,18 - 24,Graphic Designer,Senior Creative Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,5,2,5 to 10 years,Diploma,Yes,"Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,FALSE,TRUE,FALSE,TRUE,No,VND,Monthly,,"13,000,000",,,,"156,000,000","8,268",,Y,Flexible schedule,Start-up,Consumer products,Nov-50,2-Oct,Not applicable,Fully on-site,
10/11/2024 13:07,Indonesia,Denpasar,Male,25 - 30,Creative Designer,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Design leadership and management,5,7,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,Health insurance,Non-profit,Education,1-Oct,Team of 1,Yes,Fully on-site,YOUTHTOPIA
10/11/2024 16:53,Indonesia,Jakarta,Female,25 - 30,Senior Graphic Designer,Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,7,7,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,400,000",,,,"100,800,000","8,467",,Y,"Dental insurance, Health insurance, Internet / mobile phone subsidies, Paid time off / vacation time",Start-up,"Retail, wholesale & distribution",201 - 1000,Team of 1,Yes,Fully on-site,
11/11/2024 3:33,Indonesia,Jakarta,Female,31 - 35,Social Media Graphic Designer Specialist,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,10,10,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"12,500,000",,,,"150,000,000","12,600",,Y,"Onsite food / snacks, Health insurance, Wellness (gym, fitness, etc)",Coal Mining Company,"Oil, gas & chemicals","1001 - 10,000",Team of 1,Yes,Fully on-site,
11/11/2024 4:03,Indonesia,Jakarta,Male,25 - 30,UX Writer,Product designer,Fixed term contractor,Junior IC (Entry level),Content design / UX writer,1,3,Up to 3 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"6,050,000","6,050,000",,"3,000,000","81,650,000","6,859",,Y,"Onsite food / snacks, Paid medical leave",Agency / Consulting,Banking & capital markets,1-Oct,Nov-50,Not applicable,Fully on-site,
11/11/2024 4:11,Malaysia,Kuala Lumpur,Female,25 - 30,Product Writer Specialist,Product designer,Full-time employee,Mid-level IC,Content design / UX writer,2,6,Up to 3 years,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"4,131",,,"4,000","53,572","16,238",,Y,"Dental insurance, Health insurance, Paid medical leave, Budget for equipment or home office setup, Professional development, training, or learning fund, Internet / mobile phone subsidies",Small-medium enterprise,Financial services,201 - 1000,Nov-50,Yes,4 days on-site,
11/11/2024 7:36,Indonesia,Other,Female,25 - 30,Product Development Assistant,Graphic Designer,Full-time employee,Mid-level IC,Research operations,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,000,000","5,000,000",,,"65,000,000","5,460",,Y,Paid medical leave,Small-medium enterprise,"Retail, wholesale & distribution",51 - 200,2-Oct,Yes,Fully on-site,PT. Busana Inovasi Global (Bali Swim)
11/11/2024 8:26,Indonesia,Batam,Male,18 - 24,Graphic Designer,Product designer,Fixed term contractor,Junior IC (Entry level),Marketing / graphic design,4,2,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"4,800,000",,,,"57,600,000","4,838",,Y,,Large enterprise (MNC),Real estate,51 - 200,2-Oct,Yes,Fully on-site,PT. Trias Jaya Propertindo
11/11/2024 9:06,Indonesia,Jakarta,Male,25 - 30,Product Designer,Graphic Designer,Fixed term contractor,Senior IC,Product / UX design,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"11,550,000","11,550,000",,,"150,150,000","12,613",,Y,,Large enterprise (MNC),Banking & capital markets,"10,001 and above",Nov-50,No,Fully on-site,
11/11/2024 9:48,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,UI/UX Designer,Full-time employee,Senior IC,Visual / UI design,13,5,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,Y,Meal subsidies,Large enterprise (MNC),Consumer products,201 - 1000,2-Oct,Yes,Fully remote,B Group of Companies
11/11/2024 12:49,Indonesia,Jakarta,Male,25 - 30,UIUX Designer,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,5,10,5 to 10 years,Bachelor's degree,No,,,,,,,Yes,USD,Monthly,,"2,000",0,0,0,"24,000","32,400",,Y,Flexible schedule,Small-medium enterprise,"Technology, media & telecommunications",Nov-50,2-Oct,No,Fully remote,Vaionex Corporation
11/11/2024 15:11,Indonesia,Jakarta,Female,25 - 30,Graphic Designer,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,5,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"11,037,664","19,584,000",,,"152,035,968","12,771",,Y,"Health insurance, Paid medical leave, Dental insurance",Large enterprise (MNC),Industrial products & construction,201 - 1000,2-Oct,Yes,Fully on-site,
12/11/2024 1:15,Indonesia,Jakarta,Female,25 - 30,UI UX Designer,UI/UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,4,Up to 3 years,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,Health insurance,Small-medium enterprise,Financial services,51 - 200,2-Oct,No,Fully on-site,Phillip Sekuritas Indonesia
12/11/2024 1:40,Indonesia,Jakarta,Male,31 - 35,UX,Multidisciplinary Designer,Self-employed (Freelancers; own company),Junior IC (Entry level),Product / UX research,2,2,Up to 3 years,High school / secondary school,No,,,,,,,No,IDR,Monthly,,"10,000,000",,,,"120,000,000","10,080",,Y,"Other, Flexible spending account, Budget for equipment or home office setup, Paid medical leave, Allowance for flexible working arrangement (remote/co-working space), Meal subsidies",Start-up,Automotive,Nov-50,2-Oct,No,Fully remote,
12/11/2024 3:13,Indonesia,Jakarta,Female,25 - 30,Multimedia designer,Graphic Designer,Full-time employee,Mid-level IC,Motion / animation design,5.5,5.5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,800,000",,,,"105,600,000","8,870",,Y,Paid medical leave,Large enterprise (MNC),Human resources,201 - 1000,Team of 1,Yes,2 days on-site,Elabram systems
12/11/2024 3:19,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,Product designer,Full-time employee,Mid-level IC,Marketing / graphic design,5,3,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",,Y,Flexible schedule,Start-up,Financial services,51 - 200,2-Oct,Not applicable,3 days on-site,
12/11/2024 3:46,Indonesia,Jakarta,Female,25 - 30,Product Designer,Graphic Designer,Full-time employee,Mid-level IC,Visual / UI design,5,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"18,000,000","18,000,000",,,"234,000,000","19,656",,Y,"Professional development, training, or learning fund, Dental insurance, Wellness (gym, fitness, etc), Paid time off / vacation time, Paid medical leave, Health insurance, Flexible schedule, Budget for equipment or home office setup",Start-up,Financial services,201 - 1000,2-Oct,Yes,1 day on-site,
12/11/2024 5:39,Indonesia,Jakarta,Male,25 - 30,Senior Graphic Designer,UI/UX Designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,4,5,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"9,000,000","9,000,000",,,"117,000,000","9,828",,Y,"Health insurance, Transport subsidies, Professional development, training, or learning fund, Dental insurance, Paid time off / vacation time, Paid medical leave",Agency / Consulting,"Technology, media & telecommunications",201 - 1000,2-Oct,Yes,Fully on-site,Alva-Olrange
12/11/2024 6:32,Indonesia,Jakarta,Female,18 - 24,UI/UX Designer,Lead Designer,Full-time employee,Mid-level IC,Product / UX design,2.5,2.5,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",,Y,"Paid time off / vacation time, Flexible schedule, Internet / mobile phone subsidies",Start-up,"Technology, media & telecommunications",Nov-50,Team of 1,Yes,3 days on-site,
12/11/2024 8:01,Indonesia,Jakarta,Female,25 - 30,Brand Designer,Senior Creative Designer,Full-time employee,Mid-level IC,Marketing / graphic design,6,8,5 to 10 years,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,FALSE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"7,000,000","8,000,000","10,000,000",,"102,000,000","8,568",,Y,"Onsite food / snacks, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Flexible schedule",Start-up,Financial services,201 - 1000,Team of 1,No,2 days on-site,Xendit
12/11/2024 16:48,Indonesia,Jakarta,Male,25 - 30,Creative Designer,UI/UX Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,300,000","5,000,000",,,"92,600,000","7,778",,Y,"Flexible schedule, Health insurance, Paid medical leave",Small-medium enterprise,Financial services,51 - 200,2-Oct,Yes,Fully on-site,
13/11/2024 1:53,Singapore,Singapore,Female,36 - 40,UX engineer,Digital Ecosystem Officer,Full-time employee,Mid-level IC,Product / UX design,4,12,3 to 5 years,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,FALSE,FALSE,Yes,SGD,Monthly,,"6,808","20,000","12,800",,"114,496","114,496",,Y,"Health insurance, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave, Dental insurance, Flexible spending account",Large enterprise (MNC),Insurance,"1001 - 10,000",Team of 1,No,1 day on-site,
13/11/2024 1:56,Indonesia,Jakarta,Female,18 - 24,Digital Ecosystem Officer,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,1,2,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"8,900,000","30,000,000",,"13,200,000","150,000,000","12,600",,,"Health insurance, Dental insurance, Professional development, training, or learning fund, Paid medical leave, glasses allowance, pension plan, Transport subsidies",state-owned enterprise (BUMN),Financial services,"10,001 and above",2-Oct,Yes,Fully on-site,PT Bank Mandiri Tbk
13/11/2024 2:56,Indonesia,Jakarta,Male,25 - 30,Principal Designer,Creative Design Specialist,Fixed term contractor,Lead / Staff / Principal IC,Product / UX design,6,8,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"18,200,000",,,,"218,400,000","18,346",,Y,,Agency / Consulting,"Technology, media & telecommunications",51 - 200,2-Oct,Yes,2 days on-site,
13/11/2024 5:57,Indonesia,Bandung,Female,25 - 30,Creative Designer Specialist,Interior designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,8,9,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,050,000","4,500,000",,,"65,100,000","5,468",,,"Professional development, training, or learning fund, Health insurance, Wellness (gym, fitness, etc), Dental insurance, Budget for equipment or home office setup",Small-medium enterprise,Consumer products,Nov-50,2-Oct,Yes,Fully on-site,PT SUBUR ANUGRAH SENTOSA
13/11/2024 13:59,Indonesia,Jakarta,Female,31 - 35,Interior designer,Product designer,Full-time employee,Mid-level IC,Architect / spatial design,6,6,5 to 10 years,Master's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,"Health insurance, Meal subsidies, Flexible schedule",Large enterprise (MNC),Home appliances,201 - 1000,2-Oct,No,Fully on-site,
13/11/2024 14:13,Malaysia,Kuala Lumpur,Female,36 - 40,Product Design Manager,Motion designer,Full-time employee,Manager,Product / UX design,10,16,Atleast 10 years,Post-graduate diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,MYR,Monthly,,"20,000","4,800",,,"244,800","74,200",,Y,,Large enterprise (MNC),Financial services,201 - 1000,Nov-50,Yes,4 days on-site,TNGD
13/11/2024 16:58,Indonesia,Jakarta,Male,25 - 30,Motion Graphic Designer,Head of Design,Full-time employee,Mid-level IC,Motion / animation design,4,6,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,500,000",,,,"102,000,000","8,568",,Y,Paid time off / vacation time,Agency / Consulting,Marketing,Nov-50,2-Oct,Yes,Fully on-site,PT Creativera Digital Asia
13/11/2024 23:59,Singapore,Singapore,Female,41 - 45,Head design,Product designer,Full-time employee,Director / VP*,Design leadership and management,23,25,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,Yes,SGD,Monthly,,"11,000","16,000",0,,"148,000","148,000",,Y,"Paid medical leave, Internet / mobile phone subsidies, Dental insurance, Paid time off / vacation time, Professional development, training, or learning fund",Government,Government & public services,201 - 1000,2-Oct,Yes,4 days on-site,
14/11/2024 1:55,Indonesia,Bandung,Female,25 - 30,Product Designer officer,Visual Designer,Full-time employee,Junior IC (Entry level),Industrial design,3,5,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,700,000",,,,"44,400,000","3,730",,Y,Health insurance,Small-medium enterprise,Industrial products & construction,51 - 200,2-Oct,No,Fully on-site,
14/11/2024 2:27,Indonesia,Jakarta,Female,25 - 30,Lead Visual Designer,Product designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,5,7,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,100,000","2,000,000",,,"87,200,000","7,325",,Y,"Flexible schedule, Budget for equipment or home office setup, Health insurance",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,2-Oct,Yes,Fully on-site,Linikini
14/11/2024 4:06,Indonesia,Semarang,Male,18 - 24,product design engineer,Graphic Designer,Full-time employee,Junior IC (Entry level),Industrial design,5,1,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",,Y,"Meal subsidies, Wellness (gym, fitness, etc), Onsite food / snacks, Paid medical leave",Large enterprise (MNC),Consumer products,"1001 - 10,000",2-Oct,Yes,Fully on-site,Polytron
14/11/2024 8:20,Indonesia,Jakarta,Male,25 - 30,Publication and Graphic Design,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,2,2,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",,Y,,Large enterprise (MNC),Industrial products & construction,"1001 - 10,000",2-Oct,Yes,Fully on-site,Agung Sedayu Group
14/11/2024 8:43,Indonesia,Jakarta,Male,25 - 30,UI/UX Designer,Product designer,Full-time employee,Mid-level IC,Product / UX design,3,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,400,000",,,,"100,800,000","8,467",,Y,,Large enterprise (MNC),"Retail, wholesale & distribution","10,001 and above",2-Oct,Yes,Fully on-site,
14/11/2024 9:20,Indonesia,Jakarta,Male,25 - 30,Product Designer,UI/UX Designer,Fixed term contractor,Mid-level IC,Product / UX design,4,4,3 to 5 years,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,FALSE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"12,000,000",,,,"144,000,000","12,096",,Y,"Health insurance, Meal subsidies, Transport subsidies",Government,"Transportation, hospitality & services","1001 - 10,000",2-Oct,Yes,Fully on-site,
14/11/2024 15:24,Indonesia,Jakarta,Male,25 - 30,Uiux designer supervisor,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Design leadership and management,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,Yes,IDR,Monthly,,"8,000,000","10,000,000",,,"106,000,000","8,904",,Y,"Dental insurance, Internet / mobile phone subsidies, Flexible schedule, Transport subsidies, Health insurance",Start-up,Financial services,Nov-50,2-Oct,Yes,Fully on-site,Anonymous
14/11/2024 18:04,Indonesia,Jakarta,Male,25 - 30,UI/UX Designer,Intermediate interior Designer,Full-time employee,Lead / Staff / Principal IC,Architect / spatial design,4,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"10,800,000","10,000,000",,,"139,600,000","11,726",,Y,"Paid medical leave, Wellness (gym, fitness, etc), Transport subsidies, Health insurance, Dental insurance, Paid time off / vacation time, Professional development, training, or learning fund, Flexible schedule",Government,"Retail, wholesale & distribution",201 - 1000,Team of 1,Yes,Fully remote,
17/11/2024 0:16,Indonesia,Kabupaten Badung,Male,36 - 40,Intermediate interior Designer,UX Researcher,Full-time employee,Mid-level IC,Architect / spatial design,6,12,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,700,000","9,200,000",,,"113,600,000","9,542",,,"Paid medical leave, Paid time off / vacation time, Dental insurance",Agency / Consulting,Hospitality,51 - 200,2-Oct,No,Fully on-site,
17/11/2024 0:28,Thailand,Bangkok,Female,25 - 30,UX Researcher,UI/UX Designer,Self-employed (Freelancers; own company),Mid-level IC,Product / UX research,4,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,THB,Monthly,,"52,500",,,"24,000","654,000","26,160",,Y,"Paid time off / vacation time, Flexible schedule, Onsite food / snacks, Health insurance, Meal subsidies",Start-up,Design Agency,1-Oct,2-Oct,No,1 day on-site,
17/11/2024 6:59,Indonesia,Tangerang,Male,18 - 24,UI UX Designer,UI/UX Designer,Fixed term contractor,Mid-level IC,Visual / UI design,2.5,3,Up to 3 years,High school / secondary school,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"5,000,000","2,500,000",,,"62,500,000","5,250",,Y,"Dental insurance, Paid medical leave, Paid time off / vacation time, Health insurance, Professional development, training, or learning fund, Budget for equipment or home office setup",Large enterprise (MNC),Insurance,"1001 - 10,000",Nov-50,Yes,Fully on-site,lippo general insurance
17/11/2024 10:52,Singapore,Singapore,Female,18 - 24,UI/UX Designer,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Visual / UI design,2,3,Up to 3 years,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Monthly,,"2,900","3,900",,0,"38,700","38,700",,Y,Paid medical leave,Agency / Consulting,"Technology, media & telecommunications",Nov-50,2-Oct,Not applicable,4 days on-site,
